customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Location ID,Count,Country,State,City,Zip Code,Lat Long,Latitude,Longitude
1934-MKPXS,Male,0,Yes,Yes,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.1,620.55,No,SLPVXI9456,1,United States,California,Nicolaus,95659,"38.788898, -121.608624",38.788898,-121.608624
2592-YKDIF,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.35,20.35,No,JBZWTK1255,1,United States,California,North Highlands,95660,"38.671295, -121.388251",38.671295,-121.388251
2272-JKMSI,Female,0,Yes,Yes,62,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,110.8,6840.95,No,UBVEJX3241,1,United States,California,Roseville,95661,"38.736685, -121.251984",38.736685,-121.251984
0471-LVHGK,Male,0,Yes,No,41,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,73.0,3001.2,Yes,CBIPNF5557,1,United States,California,Orangevale,95662,"38.689174, -121.218435",38.689174,-121.218435
9518-RWHZL,Female,0,No,No,64,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),100.05,6254.2,Yes,JVLDRJ9113,1,United States,California,Penryn,95663,"38.859093, -121.182872",38.859093,-121.182872
8714-CTZJW,Female,0,No,No,4,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),82.85,319.6,No,MPKKUX4798,1,United States,California,Pilot Hill,95664,"38.803731, -121.043799",38.803731,-121.043799
3569-EDBPQ,Female,0,No,No,24,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,84.35,1938.05,No,IMBFKG2333,1,United States,California,Pine Grove,95665,"38.400264, -120.641274",38.400264,-120.641274
3131-NWVFJ,Female,0,Yes,Yes,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.55,294.5,No,USAWRG5161,1,United States,California,Pioneer,95666,"38.546999, -120.271114",38.546999,-120.271114
7521-YXVZY,Male,0,No,Yes,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.95,58.3,No,QGOFVG8698,1,United States,California,Placerville,95667,"38.733714, -120.795213",38.733714,-120.795213
5419-CONWX,Female,1,No,No,4,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.8,442.85,Yes,MVBHNL7791,1,United States,California,Pleasant Grove,95668,"38.833554, -121.498102",38.833554,-121.498102
6240-EURKS,Female,0,No,Yes,18,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,35.0,553,Yes,VXCBGN2725,1,United States,California,Plymouth,95669,"38.489273, -120.891614",38.489273,-120.891614
2373-NTKOD,Male,0,No,No,8,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,66.25,546.45,No,HEZRTV3796,1,United States,California,Rancho Cordova,95670,"38.602723, -121.279913",38.602723,-121.279913
1970-KKFWL,Female,0,No,No,35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),23.3,797.1,No,JSNENG2726,1,United States,California,Rescue,95672,"38.724322, -120.991237",38.724322,-120.991237
6960-HVYXR,Female,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,76.0,76,Yes,ITQEOU5589,1,United States,California,Rio Linda,95673,"38.688764, -121.457596",38.688764,-121.457596
9337-SRRNI,Male,0,No,Yes,66,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.3,1673.8,No,FJTEDM7692,1,United States,California,Rio Oso,95674,"38.954144, -121.482536",38.954144,-121.482536
0895-UADGO,Male,0,No,Yes,8,No,No phone service,DSL,Yes,No,No,Yes,No,Yes,Two year,Yes,Mailed check,44.55,343.45,No,WSWWLG6887,1,United States,California,River Pines,95675,"38.545775, -120.743325",38.545775,-120.743325
5678-VFNEQ,Female,0,Yes,No,71,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),104.1,7412.25,No,DIICJG8622,1,United States,California,Rocklin,95677,"38.7904, -121.236973",38.7904,-121.236973
5977-CKHON,Female,0,Yes,Yes,43,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),92.55,4039,No,JZPEIZ5418,1,United States,California,Roseville,95678,"38.759751, -121.288545",38.759751,-121.288545
7024-OHCCK,Female,1,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.85,170.85,Yes,OPFSUM2733,1,United States,California,Sheridan,95681,"38.984756, -121.345074",38.984756,-121.345074
2692-BUCFV,Male,1,No,No,29,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),101.45,2948.6,No,NCHEAQ6723,1,United States,California,Shingle Springs,95682,"38.598936, -120.963092",38.598936,-120.963092
7861-UVUFT,Female,0,Yes,No,15,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,84.3,1308.4,Yes,YKMBYK7533,1,United States,California,Sloughhouse,95683,"38.470423, -121.114897",38.470423,-121.114897
1830-GGFNM,Male,0,Yes,Yes,65,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),94.55,6078.75,No,FRDEMT2975,1,United States,California,Somerset,95684,"38.606703, -120.586659",38.606703,-120.586659
5302-BDJNT,Male,0,No,No,35,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,95.5,3418.2,No,DCPQRL9136,1,United States,California,Sutter Creek,95685,"38.432145, -120.77069",38.432145,-120.77069
5223-UZAVK,Male,0,No,No,64,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),100.3,6603.8,No,PYOBFI1344,1,United States,California,Thornton,95686,"38.157794, -121.520223",38.157794,-121.520223
4859-ZSRDZ,Female,0,Yes,Yes,58,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),55.5,3166.9,No,YQXIZL2412,1,United States,California,Vacaville,95687,"38.333133, -121.920151",38.333133,-121.920151
5651-WYIPH,Female,1,No,No,18,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),49.85,865.75,No,WKFVNC9349,1,United States,California,Vacaville,95688,"38.419088, -122.024568",38.419088,-122.024568
9350-VLHMB,Male,0,Yes,Yes,67,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),89.55,6373.1,No,FOVSPE8581,1,United States,California,Volcano,95689,"38.481902, -120.603668",38.481902,-120.603668
3498-LZGQZ,Male,0,Yes,Yes,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.15,1177.05,No,EFGMTP9897,1,United States,California,Walnut Grove,95690,"38.240419, -121.587535",38.240419,-121.587535
8785-CJSHH,Female,0,Yes,No,60,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.8,5985.75,No,WWBKLD6161,1,United States,California,West Sacramento,95691,"38.627951, -121.593287",38.627951,-121.593287
5357-TZHPP,Male,1,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),84.4,732.5,Yes,CBEBXW1946,1,United States,California,Wheatland,95692,"39.043387, -121.409837",39.043387,-121.409837
3870-SPZSI,Female,0,Yes,Yes,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),113.05,7869.05,No,NFYXAW6242,1,United States,California,Wilton,95693,"38.392559, -121.225093",38.392559,-121.225093
0680-DFNNY,Male,0,Yes,No,15,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.1,1504.05,Yes,PBAOVG2469,1,United States,California,Winters,95694,"38.578604, -122.024579",38.578604,-122.024579
7560-QRBXH,Female,0,No,Yes,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.95,936.7,No,IDGCFG7895,1,United States,California,Woodland,95695,"38.71967, -121.862416",38.71967,-121.862416
7077-XJMET,Male,0,Yes,No,12,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,74.15,741.4,No,VUJUKI8597,1,United States,California,Alta,95701,"39.218096, -120.79153",39.218096,-120.79153
8752-GHJFU,Male,1,Yes,No,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,92.0,6585.2,No,ISQKHR7422,1,United States,California,Applegate,95703,"38.983388, -120.988814",38.983388,-120.988814
6896-SRVYQ,Male,1,No,No,44,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,73.85,3122.4,No,JNTJEY3466,1,United States,California,Camino,95709,"38.748316, -120.675512",38.748316,-120.675512
7767-UXAGJ,Male,0,No,No,1,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,50.45,50.45,Yes,HYEIGD1379,1,United States,California,Colfax,95713,"39.084645, -120.894014",39.084645,-120.894014
4652-ODEVH,Male,0,Yes,Yes,45,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.45,1088.25,No,ZFODJH4485,1,United States,California,Dutch Flat,95714,"39.197215, -120.83679",39.197215,-120.83679
6510-UPNKS,Female,0,No,No,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),24.8,615.35,No,XPYCOF7816,1,United States,California,Emigrant Gap,95715,"39.23754, -120.720196",39.23754,-120.720196
6718-BDGHG,Female,0,Yes,No,43,Yes,Yes,DSL,No,No,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),64.85,2908.2,No,JNQWGV2181,1,United States,California,Gold Run,95717,"39.170376, -120.838404",39.170376,-120.838404
9046-DQMTP,Male,0,No,No,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.75,739.9,No,UZEHDG9256,1,United States,California,Kyburz,95720,"38.766036, -120.209673",38.766036,-120.209673
6439-LAJXL,Male,0,Yes,No,9,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,68.95,593.85,No,BRDMTM9816,1,United States,California,Echo Lake,95721,"38.851842, -120.076204",38.851842,-120.076204
1571-SAVHK,Male,0,No,No,12,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,99.95,1132.75,Yes,JIVSNQ4615,1,United States,California,Meadow Vista,95722,"39.003358, -121.022539",39.003358,-121.022539
9052-VKDUW,Female,1,Yes,No,65,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),109.4,7227.45,No,XFNIGL4951,1,United States,California,Pollock Pines,95726,"38.733908, -120.453416",38.733908,-120.453416
9546-CQJSU,Female,0,No,No,2,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,91.4,193.6,Yes,FZNVPW1246,1,United States,California,Soda Springs,95728,"39.279068, -120.414275",39.279068,-120.414275
1666-JZPZT,Male,0,No,No,27,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,49.0,1291.35,No,CDIZVL1447,1,United States,California,Twin Bridges,95735,"38.805481, -120.13287",38.805481,-120.13287
5777-KJIRB,Female,0,No,No,40,Yes,No,DSL,No,No,Yes,No,No,No,One year,Yes,Mailed check,50.25,2023.55,No,ABWNEW1274,1,United States,California,Weimar,95736,"39.00978, -120.978273",39.00978,-120.978273
0506-LVNGN,Female,1,No,No,5,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),75.55,349.65,Yes,OGPFAK3888,1,United States,California,Rancho Cordova,95742,"38.591134, -121.161585",38.591134,-121.161585
7677-SJJJK,Male,0,Yes,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.9,153.95,No,FDRVYH4657,1,United States,California,Granite Bay,95746,"38.749466, -121.184196",38.749466,-121.184196
2480-EJWYP,Female,1,Yes,No,58,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),97.8,5458.8,No,NZMOJQ4369,1,United States,California,Roseville,95747,"38.784329, -121.373245",38.784329,-121.373245
3253-HKOKL,Female,0,Yes,Yes,52,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,No,Electronic check,100.3,5244.45,No,QCUANK8973,1,United States,California,Elk Grove,95758,"38.35363, -121.44195",38.35363,-121.44195
7055-HNEOJ,Male,0,Yes,No,3,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,55.8,154.55,No,PBXFEA8581,1,United States,California,El Dorado Hills,95762,"38.684437, -121.055634",38.684437,-121.055634
5514-YQENT,Male,0,No,Yes,41,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,111.15,4507.15,No,YSDSQU4467,1,United States,California,Rocklin,95765,"38.823278, -121.281856",38.823278,-121.281856
3211-AAPKX,Male,0,No,No,20,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,98.55,2031.95,No,DLVXIH8684,1,United States,California,Woodland,95776,"38.694081, -121.694431",38.694081,-121.694431
8445-DNBAE,Male,0,No,Yes,1,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,50.05,50.05,No,NDDYIX3645,1,United States,California,Sacramento,95814,"38.584505, -121.491956",38.584505,-121.491956
2951-QOQTK,Male,0,No,Yes,4,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),80.8,332.45,Yes,GESAJL7863,1,United States,California,Sacramento,95815,"38.608405, -121.449942",38.608405,-121.449942
2958-NHPPS,Male,0,No,No,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.85,473.9,No,VDZWGV6445,1,United States,California,Sacramento,95816,"38.574856, -121.46504",38.574856,-121.46504
6806-YDEUL,Female,1,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.5,106.8,No,GQYPSK5955,1,United States,California,Sacramento,95817,"38.550722, -121.457314",38.550722,-121.457314
1735-XMJVH,Male,0,Yes,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.35,152.6,No,QGTKFM8499,1,United States,California,Sacramento,95818,"38.556306, -121.495817",38.556306,-121.495817
6890-PFRQX,Male,0,No,No,18,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,69.5,1199.4,No,ZMCYDO3513,1,United States,California,Sacramento,95819,"38.567594, -121.437507",38.567594,-121.437507
0222-CNVPT,Male,1,No,No,52,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),48.8,2555.05,No,QHOQEO5994,1,United States,California,Sacramento,95820,"38.53508, -121.444144",38.53508,-121.444144
5899-OUVKV,Male,0,No,No,31,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.5,2979.2,No,QANIPE1371,1,United States,California,Sacramento,95821,"38.625096, -121.383658",38.625096,-121.383658
8681-ICONS,Male,0,Yes,Yes,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.65,654.85,No,XZYODI9734,1,United States,California,Sacramento,95822,"38.512569, -121.495184",38.512569,-121.495184
1621-YNCJH,Female,0,Yes,No,36,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),106.05,3834.4,No,ROROJB9753,1,United States,California,Sacramento,95823,"38.475465, -121.443625",38.475465,-121.443625
3473-XIIIT,Female,0,Yes,No,16,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.0,1534.75,Yes,XOXNJD7799,1,United States,California,Sacramento,95824,"38.517295, -121.439819",38.517295,-121.439819
6362-QHAFM,Male,0,Yes,No,42,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,108.3,4586.15,No,NDAHHK8613,1,United States,California,Sacramento,95825,"38.590035, -121.412455",38.590035,-121.412455
7893-IXHRQ,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.55,20.55,Yes,CNHPKX2125,1,United States,California,Sacramento,95826,"38.542532, -121.378826",38.542532,-121.378826
3070-BDOQC,Female,0,No,No,60,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,99.65,5941.05,No,SLVQHM6784,1,United States,California,Sacramento,95827,"38.549185, -121.328386",38.549185,-121.328386
2952-QAYZF,Male,0,No,No,5,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,85.3,424.15,Yes,FXQIEC7885,1,United States,California,Sacramento,95828,"38.486938, -121.395805",38.486938,-121.395805
6234-PFPXL,Male,0,Yes,No,22,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),95.9,2234.95,No,FMCGCQ3888,1,United States,California,Sacramento,95829,"38.486502, -121.334051",38.486502,-121.334051
9824-QCJPK,Male,0,Yes,No,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.0,666.75,No,RJMZRE5225,1,United States,California,Sacramento,95830,"38.490508, -121.284171",38.490508,-121.284171
4763-PGDPO,Female,0,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.4,281,Yes,LZRBMM2611,1,United States,California,Sacramento,95831,"38.494832, -121.529447",38.494832,-121.529447
4283-IVYCI,Male,0,No,No,9,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,64.95,547.8,No,ONUODG9539,1,United States,California,Sacramento,95832,"38.445939, -121.496855",38.445939,-121.496855
1866-OBPNR,Male,0,Yes,Yes,1,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),74.6,74.6,No,SPCAYN4711,1,United States,California,Sacramento,95833,"38.619049, -121.517552",38.619049,-121.517552
8205-MQUGY,Male,0,Yes,Yes,12,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,49.2,571.15,No,NOOTXO4435,1,United States,California,Sacramento,95834,"38.646209, -121.52446",38.646209,-121.52446
8970-ANWXO,Female,0,No,No,23,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,One year,Yes,Mailed check,73.75,1756.6,No,YBBBXM9676,1,United States,California,Sacramento,95835,"38.685069, -121.543709",38.685069,-121.543709
9480-BQJEI,Male,0,No,No,62,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Yes,Bank transfer (automatic),92.3,5731.45,No,HMXAYR5318,1,United States,California,Sacramento,95837,"38.691607, -121.602284",38.691607,-121.602284
5394-SVGJV,Male,0,No,No,37,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),98.8,3475.55,Yes,GMHGHY4732,1,United States,California,Sacramento,95838,"38.646096, -121.442433",38.646096,-121.442433
6979-TNDEU,Female,0,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.2,156.85,No,LVXRXN5459,1,United States,California,Sacramento,95841,"38.660442, -121.346321",38.660442,-121.346321
9777-WJJPR,Male,0,Yes,No,31,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),88.65,2683.2,No,YDMISZ7997,1,United States,California,Sacramento,95842,"38.687367, -121.34848",38.687367,-121.34848
9283-LZQOH,Male,0,Yes,Yes,13,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),74.4,896.75,Yes,CAHIQR4979,1,United States,California,Antelope,95843,"38.715498, -121.363411",38.715498,-121.363411
7079-QRCBC,Female,0,No,No,24,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.75,2407.3,Yes,CZMPWO7861,1,United States,California,Sacramento,95864,"38.585826, -121.376263",38.585826,-121.376263
9495-SKLKD,Male,0,Yes,Yes,45,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),95.95,4456.65,No,DDHWSC3763,1,United States,California,Marysville,95901,"39.19514, -121.503883",39.19514,-121.503883
6048-UWKAL,Female,1,Yes,No,69,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),105.4,6998.95,No,RUJGWA8162,1,United States,California,Beale Afb,95903,"39.125311, -121.392283",39.125311,-121.392283
5067-DGXLL,Male,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.25,36.8,No,DMGJPY8968,1,United States,California,Alleghany,95910,"39.467828, -120.841386",39.467828,-120.841386
5469-CTCWN,Male,0,Yes,Yes,61,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,106.0,6547.7,Yes,BAVQYN4215,1,United States,California,Arbuckle,95912,"38.982373, -122.047751",38.982373,-122.047751
9851-QXEEQ,Male,0,No,No,41,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.7,4346.4,Yes,QHKXTI6211,1,United States,California,Bangor,95914,"39.396585, -121.38029",39.396585,-121.38029
6281-FKEWS,Female,0,No,No,44,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,49.05,2265,No,KRFTVP8992,1,United States,California,Berry Creek,95916,"39.657228, -121.37778",39.657228,-121.37778
8898-KASCD,Male,0,No,No,39,No,No phone service,DSL,No,No,Yes,Yes,No,No,One year,No,Mailed check,35.55,1309.15,No,YJADIZ1893,1,United States,California,Biggs,95917,"39.457388, -121.818201",39.457388,-121.818201
9242-TKFSV,Male,0,Yes,Yes,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),65.1,4754.3,No,JLXBLZ1133,1,United States,California,Browns Valley,95918,"39.292334, -121.320597",39.292334,-121.320597
9290-SHCMB,Female,1,No,No,13,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.85,1235.55,No,ZEWGWH9762,1,United States,California,Brownsville,95919,"39.440687, -121.263583",39.440687,-121.263583
0743-HNPFG,Female,0,Yes,Yes,51,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,One year,Yes,Credit card (automatic),69.75,3562.5,No,KKUEMZ1121,1,United States,California,Butte City,95920,"39.449794, -121.936372",39.449794,-121.936372
2277-BKJKN,Female,1,Yes,No,71,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,99.2,7213.75,No,BVFFIO8189,1,United States,California,Camptonville,95922,"39.432127, -121.099287",39.432127,-121.099287
9809-IMGCQ,Male,1,No,No,22,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.7,2082.95,Yes,ALUSSI1198,1,United States,California,Canyon Dam,95923,"40.171312, -121.120605",40.171312,-121.120605
5208-HFSBT,Female,0,No,No,2,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),55.05,102.75,Yes,VIXPFV6759,1,United States,California,Challenge,95925,"39.461768, -121.195825",39.461768,-121.195825
5035-PGZXH,Female,0,No,No,56,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,106.8,5914.4,No,JMCILQ3137,1,United States,California,Chico,95926,"39.745712, -121.84333",39.745712,-121.84333
8695-WDYEA,Male,0,No,No,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,51.25,51.25,No,UEHAWW2521,1,United States,California,Chico,95928,"39.681488, -121.83721",39.681488,-121.83721
6543-JXSOO,Female,0,Yes,Yes,23,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Mailed check,57.75,1282.85,No,DSYKDE7488,1,United States,California,Clipper Mills,95930,"39.562239, -121.14836",39.562239,-121.14836
8016-ZMGMO,Female,1,Yes,No,66,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),70.85,4738.85,No,CLYQVZ6762,1,United States,California,Colusa,95932,"39.273096, -122.050763",39.273096,-122.050763
8605-ITULD,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.55,19.55,No,KAPEYH2733,1,United States,California,Crescent Mills,95934,"40.080342, -120.957805",40.080342,-120.957805
3254-YRILK,Male,1,No,No,19,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,88.2,1775.8,Yes,WYJLIY9294,1,United States,California,Dobbins,95935,"39.381174, -121.21191",39.381174,-121.21191
6416-YJTTB,Male,0,No,No,11,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),79.5,795.65,No,DHYCRV1674,1,United States,California,Downieville,95936,"39.578792, -120.780786",39.578792,-120.780786
2667-WYLWJ,Female,0,Yes,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,19.75,145,Yes,UZANRM4362,1,United States,California,Dunnigan,95937,"38.931425, -121.946081",38.931425,-121.946081
4472-VESGY,Female,0,Yes,Yes,52,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),98.15,4993.4,No,RGVGHW4836,1,United States,California,Durham,95938,"39.607831, -121.777959",39.607831,-121.777959
3195-TQDZX,Male,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.25,61.45,No,AUFBPY7992,1,United States,California,Elk Creek,95939,"39.53222, -122.594879",39.53222,-122.594879
3128-YOVTD,Female,0,Yes,Yes,51,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),79.15,4018.55,No,AJNKFL4846,1,United States,California,Forbestown,95941,"39.531028, -121.24807",39.531028,-121.24807
