SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,gender__Female,gender__Male,MultipleLines__No,MultipleLines__No phone service,MultipleLines__Yes,InternetService__DSL,InternetService__Fiber optic,InternetService__No,Contract__Month-to-month,Contract__One year,Contract__Two year,PaymentMethod__Bank transfer (automatic),PaymentMethod__Credit card (automatic),PaymentMethod__Electronic check,PaymentMethod__Mailed check,OnlineSecurity__No,OnlineSecurity__No internet service,OnlineSecurity__Yes,DeviceProtection__No,DeviceProtection__No internet service,DeviceProtection__Yes,TechSupport__No,TechSupport__No internet service,TechSupport__Yes,StreamingTV__No,StreamingTV__No internet service,StreamingTV__Yes,StreamingMovies__No,StreamingMovies__No internet service,StreamingMovies__Yes,OnlineBackup__No,OnlineBackup__No internet service,OnlineBackup__Yes
0,1,0,0.3194444444444444,1,1,0.5512437810945274,0.1891523120854827,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0
0,0,0,0.4166666666666667,1,0,0.011442786069651727,0.06661063006632277,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
0,0,0,0.4861111111111111,1,0,0.0791044776119403,0.10995071849668386,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
0,0,0,0.1388888888888889,1,1,0.800497512437811,0.11206360537951364,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0
0,0,0,0.013888888888888888,1,1,0.254726368159204,0.005049051215917466,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
0,0,0,0.3055555555555556,1,1,0.5119402985074627,0.17161016949152544,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
0,1,1,0.09722222222222222,0,0,0.20199004975124377,0.03224023581429625,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1
0,0,0,0.5,0,1,0.34676616915422886,0.21891695836403835,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1
0,1,1,0.4722222222222222,1,0,0.02388059701492536,0.08248894620486368,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
0,1,1,1.0,1,0,0.45970149253731346,0.5434782608695653,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1
0,1,1,0.5,1,0,0.06815920398009952,0.10719302689756818,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
0,0,0,0.013888888888888888,1,0,0.5781094527363183,0.008791221444362564,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0
0,0,0,0.3194444444444444,1,1,0.6059701492537314,0.1930902266028003,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1
1,1,0,0.4444444444444444,1,1,0.664179104477612,0.3042154108327193,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0
0,1,1,0.9861111111111112,1,1,0.7651741293532339,0.7796207166543848,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1
1,0,0,0.3194444444444444,1,1,0.6079601990049751,0.2113232313927782,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0
0,1,0,0.2361111111111111,1,1,0.7800995024875622,0.18287698047162862,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0
0,0,0,0.013888888888888888,1,1,0.5696517412935324,0.008693349299926309,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0
0,1,1,0.16666666666666666,1,0,0.014427860696517405,0.029747374723655125,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
0,1,0,1.0,1,0,0.022388059701492536,0.1729746223286662,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
0,0,0,0.013888888888888888,1,0,0.009452736318407953,0.002210759027266028,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
1,1,0,1.0,1,0,0.7970149253731342,0.79787675018423,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1
0,1,1,0.8333333333333334,1,0,0.5582089552238806,0.5127694362564481,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
0,1,1,0.8472222222222222,0,0,0.3293532338308458,0.37357221812822405,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1
0,1,0,0.08333333333333333,1,0,0.272636815920398,0.037243229550479,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
1,1,0,0.4444444444444444,1,0,0.6671641791044776,0.3064088983050848,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0
0,0,1,0.4305555555555556,1,1,0.6796019900497512,0.3105886145910096,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0
0,0,0,0.2638888888888889,1,1,0.553233830845771,0.16402219970523213,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1
0,1,1,1.0,1,0,0.020398009950248763,0.16133359432571853,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
0,0,0,0.4444444444444444,1,1,0.3577114427860697,0.20030397936624908,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1
0,1,0,0.9027777777777778,1,1,0.7203980099502488,0.6829172807663966,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1
0,1,1,0.625,0,1,0.32487562189054725,0.26872812269712604,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0
0,0,0,0.5833333333333334,1,0,0.06766169154228857,0.10936924281503317,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
0,0,0,0.1111111111111111,1,1,0.56318407960199,0.06591401068533531,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
0,0,1,0.4444444444444444,1,0,0.022388059701492536,0.08023212969786293,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
1,1,0,0.3055555555555556,1,1,0.4507462686567164,0.15910556374355195,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1
1,1,0,0.7916666666666666,0,1,0.2646766169154229,0.29625898120854827,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0
0,0,0,0.013888888888888888,1,0,0.29552238805970155,0.005521140383198233,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
1,0,0,0.013888888888888888,1,0,0.26716417910447765,0.005192980840088431,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
0,1,0,0.013888888888888888,1,1,0.26616915422885573,0.005181466470154754,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
0,0,0,0.3333333333333333,1,1,0.7736318407960199,0.24438674465733234,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0
0,0,0,0.013888888888888888,1,0,0.017910447761194038,0.0023086311717022846,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
1,0,0,0.75,1,1,0.7144278606965174,0.5678656963890937,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1
0,0,0,0.05555555555555555,1,1,0.07014925373134329,0.01346605563743552,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
0,1,1,0.9027777777777778,1,0,0.8995024875621891,0.7988612288135594,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0
0,1,0,0.7777777777777778,1,0,0.060199004975124384,0.14527680545320562,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
0,0,0,0.625,1,1,0.5741293532338309,0.3769574428887252,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0
0,1,1,0.9861111111111112,1,0,0.014427860696517405,0.16302620670596904,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
0,1,0,0.8194444444444444,1,0,0.47910447761194036,0.4557617907148121,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1
0,0,0,0.9583333333333334,0,1,0.17412935323383086,0.28696688467207077,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1
0,0,0,0.2638888888888889,1,0,0.005472636815920405,0.03214812085482682,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
0,1,1,0.7638888888888888,1,0,0.011442786069651727,0.1247006263817244,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
0,0,0,0.5277777777777778,1,0,0.010447761194029858,0.08699106484893147,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
0,0,0,0.1388888888888889,1,1,0.2716417910447761,0.046356853352984534,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
1,1,0,0.6527777777777778,1,1,0.48955223880597015,0.3744473102431835,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1
0,1,0,0.027777777777777776,0,1,0.16766169154228858,0.007916129329403096,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0
0,0,0,0.013888888888888888,1,0,0.27810945273631843,0.0053196389093588805,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
0,0,0,0.013888888888888888,1,0,0.2676616915422885,0.005198738025055269,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
1,0,0,0.013888888888888888,0,1,0.24925373134328355,0.004985722181282241,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1
0,1,1,0.6388888888888888,1,1,0.01840796019900499,0.10787237472365513,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
1,0,0,0.5277777777777778,1,1,0.3870646766169154,0.2591481669123066,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1
0,1,0,0.9027777777777778,1,0,0.4044776119402985,0.44412076271186446,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0
0,1,0,0.2638888888888889,1,1,0.5467661691542289,0.16593358511422254,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
0,0,0,0.7222222222222222,1,1,0.6676616915422885,0.49956245394252036,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1
0,1,1,0.9861111111111112,1,0,0.01194029850746268,0.15871983235077378,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
0,0,0,0.013888888888888888,1,0,0.2756218905472637,0.005290852984524688,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
1,0,0,0.7222222222222222,0,1,0.3208955223880597,0.2954932756079588,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1
0,1,0,0.08333333333333333,1,0,0.06815920398009952,0.019689572586588065,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
1,1,0,0.3611111111111111,1,0,0.42238805970149257,0.18393054532056008,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0
1,0,0,0.6666666666666666,1,1,0.8034825870646766,0.5462820099484157,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1
0,1,1,0.8888888888888888,1,1,0.8572139303482588,0.7739498894620488,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0
0,0,0,0.041666666666666664,1,0,0.6517412935323383,0.028469279661016953,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1
0,0,0,0.013888888888888888,1,1,0.25671641791044775,0.0050720799557848195,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
0,1,1,1.0,1,0,0.05820895522388061,0.1997340180545321,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
0,0,0,0.013888888888888888,1,1,0.2716417910447761,0.005244795504789978,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
0,1,1,0.7083333333333334,1,1,0.7517412935323383,0.5226775515843773,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1
0,1,1,0.5694444444444444,1,0,0.014427860696517405,0.09260432019159913,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
0,1,1,1.0,1,1,0.5213930348258707,0.5770023489314665,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1
0,1,0,0.5972222222222222,1,0,0.6786069651741293,0.41158115327929257,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1
0,1,0,1.0,1,1,0.953731343283582,0.9310980103168754,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
0,1,0,0.6527777777777778,1,1,0.7656716417910449,0.525400700073692,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0
0,0,0,1.0,1,0,0.699502487562189,0.7325845154753133,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
0,0,0,0.041666666666666664,1,1,0.024875621890547265,0.007726142225497421,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
0,0,0,0.013888888888888888,1,1,0.5154228855721392,0.0080658161385409,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
0,0,0,0.027777777777777776,1,1,0.6741293532338308,0.019050525055268976,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0
0,0,0,0.3611111111111111,0,1,0.2626865671641791,0.133169445467944,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1
0,1,1,0.4027777777777778,1,1,0.41741293532338314,0.21119081613854093,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0
1,1,0,0.4861111111111111,1,1,0.818407960199005,0.4206602339719971,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1
0,0,0,0.375,1,0,0.37014925373134333,0.1701420873249816,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1
0,1,1,0.3333333333333333,1,1,0.517910447761194,0.1964869657332351,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1
0,1,1,0.9305555555555556,1,1,0.41940298507462687,0.4552436440677966,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0
0,0,0,0.2222222222222222,1,0,0.5412935323383086,0.13751612011790715,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
0,0,0,0.3194444444444444,1,0,0.37363184079601985,0.15289356116433309,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1
0,0,0,0.19444444444444445,0,1,0.12786069651741294,0.04832581061164334,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1
0,1,1,0.013888888888888888,1,1,0.02736318407960199,0.0024180176860722183,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
1,0,0,0.013888888888888888,1,0,0.26716417910447765,0.005192980840088431,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
1,0,0,0.05555555555555555,0,1,0.32537313432835824,0.023875046057479737,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1
0,0,1,0.2222222222222222,1,1,0.5059701492537313,0.12478122697126015,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1
0,1,0,0.6388888888888888,0,1,0.2557213930348259,0.23119127671333825,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0
0,0,1,0.9444444444444444,1,1,0.6791044776119403,0.6773615972733973,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1
0,0,0,0.5277777777777778,1,0,0.5144278606965175,0.30600013817243926,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1
1,1,0,0.4166666666666667,1,1,0.3199004975124378,0.1758820007369197,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1
1,0,0,0.06944444444444445,1,0,0.6039800995024875,0.043570375829034634,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0
0,0,0,0.2361111111111111,1,1,0.7233830845771144,0.1856346720707443,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1
0,1,1,0.05555555555555555,1,0,0.01641791044776118,0.008825764554163597,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
0,0,0,0.16666666666666666,1,0,0.018905472636815905,0.030017962417096537,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
0,1,1,1.0,1,1,0.7199004975124378,0.7417384395725867,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
0,0,0,0.041666666666666664,1,1,0.7338308457711443,0.030720338983050852,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0
0,0,0,0.7777777777777778,1,1,0.7582089552238807,0.5900654016212233,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1
0,0,0,0.5694444444444444,1,1,0.06567164179104479,0.11079702468680915,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
0,0,0,0.5555555555555556,0,0,0.17661691542288557,0.15923222181282243,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1
0,0,0,0.09722222222222222,1,1,0.599502487562189,0.06575280950626382,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1
0,0,0,0.9583333333333334,1,0,0.016915422885572132,0.1611263356669123,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
0,1,1,0.09722222222222222,1,0,0.02388059701492536,0.017271554900515844,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
0,1,1,0.06944444444444445,0,1,0.12189054726368159,0.01925202652910833,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1
0,1,1,1.0,1,0,0.8741293532338308,0.8817013633014001,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1
0,1,1,0.6111111111111112,1,1,0.022388059701492536,0.09960505711127488,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
0,0,0,0.9027777777777778,1,1,0.7686567164179104,0.7085770541635963,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1
0,0,0,0.041666666666666664,1,0,0.4611940298507462,0.020058032424465733,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0
0,0,0,0.3333333333333333,1,1,0.32686567164179103,0.1461864406779661,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0
0,0,0,0.6111111111111112,1,1,0.6621890547263681,0.4447482958732499,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1
1,1,0,1.0,1,0,0.7049751243781094,0.7314388356669124,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
0,0,0,0.3333333333333333,1,0,0.36517412935323385,0.15527127855563744,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0
0,0,0,0.013888888888888888,1,0,0.32487562189054725,0.00586081429624171,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0
0,1,0,0.3055555555555556,1,1,0.021890547263681583,0.05429601142225498,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
0,1,1,0.9722222222222222,1,1,0.6736318407960199,0.6830036385408991,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
0,1,1,0.3472222222222222,1,0,0.41890547263681593,0.16173659727339723,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0
0,1,1,0.5138888888888888,1,0,0.01542288557213931,0.08360584008843037,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
1,1,1,0.3055555555555556,1,0,0.6676616915422885,0.22586588061901253,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0
0,1,1,0.8194444444444444,1,1,0.535820895522388,0.48301054716285935,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0
