Location ID,customerID,Count,Country,State,City,Zip Code,Lat Long,Latitude,Longitude
OVFGWV9644,9831-BPFRI,1,United States,California,Ferndale,95536,"40.4785, -124.301372",40.4785,-124.301372
YFKILI6462,1725-MIMXW,1,United States,California,Honeydew,95545,"40.342928, -124.063329",40.342928,-124.063329
AMKYEL7268,0031-PVLZI,1,United States,California,Korbel,95550,"40.7666, -123.80458",40.7666,-123.80458
PSCSYW8818,4791-QRGMF,1,United States,California,Miranda,95553,"40.210895, -123.86",40.210895,-123.86
OCDTFG3144,4671-LXRDQ,1,United States,California,Salyer,95563,"40.89866, -123.539754",40.89866,-123.539754
STMGVW4945,1934-SJVJK,1,United States,California,Smith River,95567,"41.950683, -124.097094",41.950683,-124.097094
NUUWAH9199,3838-OZURD,1,United States,California,Somes Bar,95568,"41.444606, -123.471895",41.444606,-123.471895
WYZGHU4426,9269-CQOOL,1,United States,California,Trinidad,95570,"41.162295, -124.027381",41.162295,-124.027381
ESIWII9566,2845-HSJCY,1,United States,California,Fallbrook,92028,"33.362575, -117.299644",33.362575,-117.299644
UCQZOE7316,1184-PJVDB,1,United States,California,Amador City,95601,"38.431407, -120.8421",38.431407,-120.8421
XFLSYT4533,9415-DPEWS,1,United States,California,Carmichael,95608,"38.626128, -121.328011",38.626128,-121.328011
VRXAPZ6931,7943-RQCHR,1,United States,California,Davis,95616,"38.508735, -121.678813",38.508735,-121.678813
PZVSHF9252,3249-ZPQRG,1,United States,California,Diamond Springs,95619,"38.683605, -120.811852",38.683605,-120.811852
DFJZSG6232,2568-BRGYX,1,United States,California,Dixon,95620,"38.392821, -121.799917",38.392821,-121.799917
KCUMLK6299,7721-JXEAW,1,United States,California,Elk Grove,95624,"38.434138, -121.30587",38.434138,-121.30587
LCSQYO1167,7249-WBIYX,1,United States,California,Elmira,95625,"38.349195, -121.902943",38.349195,-121.902943
TCWWHT6632,3164-AALRN,1,United States,California,Greenwood,95635,"38.921333, -120.897718",38.921333,-120.897718
SASJHN1377,3334-CTHOL,1,United States,California,Jackson,95642,"38.336216, -120.76901",38.336216,-120.76901
LJVQQH5646,4704-ERYFC,1,United States,California,Knights Landing,95645,"38.875508, -121.765866",38.875508,-121.765866
CBIPNF5557,0471-LVHGK,1,United States,California,Orangevale,95662,"38.689174, -121.218435",38.689174,-121.218435
JVLDRJ9113,9518-RWHZL,1,United States,California,Penryn,95663,"38.859093, -121.182872",38.859093,-121.182872
VXCBGN2725,6240-EURKS,1,United States,California,Plymouth,95669,"38.489273, -120.891614",38.489273,-120.891614
ITQEOU5589,6960-HVYXR,1,United States,California,Rio Linda,95673,"38.688764, -121.457596",38.688764,-121.457596
YKMBYK7533,7861-UVUFT,1,United States,California,Sloughhouse,95683,"38.470423, -121.114897",38.470423,-121.114897
PBAOVG2469,0680-DFNNY,1,United States,California,Winters,95694,"38.578604, -122.024579",38.578604,-122.024579
HYEIGD1379,7767-UXAGJ,1,United States,California,Colfax,95713,"39.084645, -120.894014",39.084645,-120.894014
JIVSNQ4615,1571-SAVHK,1,United States,California,Meadow Vista,95722,"39.003358, -121.022539",39.003358,-121.022539
FZNVPW1246,9546-CQJSU,1,United States,California,Soda Springs,95728,"39.279068, -120.414275",39.279068,-120.414275
GESAJL7863,2951-QOQTK,1,United States,California,Sacramento,95815,"38.608405, -121.449942",38.608405,-121.449942
XOXNJD7799,3473-XIIIT,1,United States,California,Sacramento,95824,"38.517295, -121.439819",38.517295,-121.439819
CNHPKX2125,7893-IXHRQ,1,United States,California,Sacramento,95826,"38.542532, -121.378826",38.542532,-121.378826
FXQIEC7885,2952-QAYZF,1,United States,California,Sacramento,95828,"38.486938, -121.395805",38.486938,-121.395805
LZRBMM2611,4763-PGDPO,1,United States,California,Sacramento,95831,"38.494832, -121.529447",38.494832,-121.529447
GMHGHY4732,5394-SVGJV,1,United States,California,Sacramento,95838,"38.646096, -121.442433",38.646096,-121.442433
CAHIQR4979,9283-LZQOH,1,United States,California,Antelope,95843,"38.715498, -121.363411",38.715498,-121.363411
CZMPWO7861,7079-QRCBC,1,United States,California,Sacramento,95864,"38.585826, -121.376263",38.585826,-121.376263
BAVQYN4215,5469-CTCWN,1,United States,California,Arbuckle,95912,"38.982373, -122.047751",38.982373,-122.047751
QHKXTI6211,9851-QXEEQ,1,United States,California,Bangor,95914,"39.396585, -121.38029",39.396585,-121.38029
VIXPFV6759,5208-HFSBT,1,United States,California,Challenge,95925,"39.461768, -121.195825",39.461768,-121.195825
UZANRM4362,2667-WYLWJ,1,United States,California,Dunnigan,95937,"38.931425, -121.946081",38.931425,-121.946081
UXVMRF9459,1092-GANHU,1,United States,California,Magalia,95954,"39.933852, -121.584371",39.933852,-121.584371
VPMMWI1513,7881-EVUAD,1,United States,California,Oroville,95966,"39.473896, -121.415927",39.473896,-121.415927
OSUIQN4992,5766-XQXMQ,1,United States,California,Princeton,95970,"39.424957, -122.039307",39.424957,-122.039307
OHSMKH4265,3703-VAVCL,1,United States,California,Strawberry Valley,95981,"39.58458, -121.093256",39.58458,-121.093256
PALKBE5228,8519-QJGJD,1,United States,California,Twain,95984,"40.022184, -121.062384",40.022184,-121.062384
TSFCGU2893,6326-MTTXK,1,United States,California,Yuba City,95993,"39.075694, -121.70606",39.075694,-121.70606
NLNHXD4596,0330-IVZHA,1,United States,California,Anderson,96007,"40.448632, -122.306657",40.448632,-122.306657
HQOKCV7521,2886-KEFUM,1,United States,California,Big Bend,96011,"41.096569, -121.879082",41.096569,-121.879082
WNPXVZ2387,4237-RLAQD,1,United States,California,Callahan,96014,"41.388397, -122.794636",41.388397,-122.794636
FRXSHM4163,9651-GTSAQ,1,United States,California,Corning,96021,"39.913777, -122.289984",39.913777,-122.289984
OQKQTJ3816,3186-BAXNB,1,United States,California,Cottonwood,96022,"40.336392, -122.448533",40.336392,-122.448533
CNZTCA1174,0637-YLETY,1,United States,California,Douglas City,96024,"40.586588, -122.903677",40.586588,-122.903677
NZYAGL6766,1157-BQCUW,1,United States,California,Fall River Mills,96028,"41.017282, -121.468945",41.017282,-121.468945
BCLKII4713,2003-CKLOR,1,United States,California,Igo,96047,"40.524535, -122.647172",40.524535,-122.647172
AVUWCR6255,9254-RBFON,1,United States,California,Klamath River,96050,"41.816595, -122.948287",41.816595,-122.948287
LSKGIF9258,1205-WNWPJ,1,United States,California,Lakehead,96051,"40.883853, -122.418258",40.883853,-122.418258
WHNWRP4683,8387-MOJJT,1,United States,California,Nubieber,96068,"41.082472, -121.195215",41.082472,-121.195215
HTPPVL3482,6032-KRXXO,1,United States,California,San Diego,92130,"32.957195, -117.202542",32.957195,-117.202542
JUDPVO2373,7459-RRWQZ,1,United States,California,San Diego,92130,"32.957195, -117.202542",32.957195,-117.202542
KALQDG1874,3092-IGHWF,1,United States,California,San Diego,92130,"32.957195, -117.202542",32.957195,-117.202542
USIKLE1847,6352-TWCAU,1,United States,California,San Diego,92130,"32.957195, -117.202542",32.957195,-117.202542
ZOTZHV8651,2929-QNSRW,1,United States,California,San Diego,92130,"32.957195, -117.202542",32.957195,-117.202542
FNGFVM9261,1262-OPMFY,1,United States,California,San Diego,92130,"32.957195, -117.202542",32.957195,-117.202542
AALVKF1536,1899-VXWXM,1,United States,California,San Diego,92130,"32.957195, -117.202542",32.957195,-117.202542
NOARSI6113,3331-HQDTW,1,United States,California,San Diego,92130,"32.957195, -117.202542",32.957195,-117.202542
PFEJOR2295,5442-XSDCW,1,United States,California,San Diego,92130,"32.957195, -117.202542",32.957195,-117.202542
OWBSDT8294,3049-NDXFL,1,United States,California,San Diego,92130,"32.957195, -117.202542",32.957195,-117.202542
HQUVQZ9474,7963-GQRMY,1,United States,California,Los Angeles,90004,"34.076259, -118.310715",34.076259,-118.310715
HGCATS1435,1228-FZFRV,1,United States,California,Los Angeles,90007,"34.027337, -118.28515",34.027337,-118.28515
NEHNFR4372,2058-DCJBE,1,United States,California,Los Angeles,90012,"34.065875, -118.238728",34.065875,-118.238728
GUOROP7994,5364-XYIRR,1,United States,California,Los Angeles,90013,"34.044639, -118.240413",34.044639,-118.240413
KBBGTL3254,4829-AUOAX,1,United States,California,Los Angeles,90014,"34.043144, -118.251977",34.043144,-118.251977
FTHSWA5672,9158-VCTQB,1,United States,California,Los Angeles,90023,"34.017697, -118.200577",34.017697,-118.200577
ZHVPNI6632,6311-UEUME,1,United States,California,Los Angeles,90025,"34.046174, -118.446333",34.046174,-118.446333
TMOJJE4744,6839-ITVZJ,1,United States,California,Los Angeles,90037,"34.002642, -118.287596",34.002642,-118.287596
WDUNZE6916,0375-HVGXO,1,United States,California,Los Angeles,90045,"33.954017, -118.402447",33.954017,-118.402447
IIQEPN4768,8593-WHYHV,1,United States,California,Los Angeles,90047,"33.958149, -118.308441",33.958149,-118.308441
UOPZSD3826,6097-EQISJ,1,United States,California,Los Angeles,90058,"34.001617, -118.222274",34.001617,-118.222274
GIUALJ9857,4423-YLHDV,1,United States,California,Los Angeles,90059,"33.927254, -118.249826",33.927254,-118.249826
KWLWME1143,0107-YHINA,1,United States,California,Los Angeles,90062,"34.003553, -118.308933",34.003553,-118.308933
RSQUYW7915,8640-SDGKB,1,United States,California,Los Angeles,90066,"34.002028, -118.430656",34.002028,-118.430656
EWZHYD1118,4116-TZAQJ,1,United States,California,Culver City,90230,"33.993991, -118.39704",33.993991,-118.39704
ZWQTNE3612,3877-JRJIP,1,United States,California,Hawthorne,90250,"33.914775, -118.348083",33.914775,-118.348083
YMQXCF4552,7511-YMXVQ,1,United States,California,Lynwood,90262,"33.923573, -118.200669",33.923573,-118.200669
HREABS9669,7551-JOHTI,1,United States,California,Malibu,90265,"34.074572, -118.831181",34.074572,-118.831181
XPYJSM9639,9804-ICWBG,1,United States,California,Pacific Palisades,90272,"34.079449, -118.548306",34.079449,-118.548306
XRFMPW8556,5318-IXUZF,1,United States,California,Redondo Beach,90277,"33.830453, -118.384565",33.830453,-118.384565
HLOFTS1997,3198-VELRD,1,United States,California,Marina Del Rey,90292,"33.977468, -118.445475",33.977468,-118.445475
XRTAIL5222,9436-ZBZCT,1,United States,California,Inglewood,90303,"33.936291, -118.332639",33.936291,-118.332639
DVEQAR6417,7198-GLXTC,1,United States,California,La Palma,90623,"33.850504, -118.039892",33.850504,-118.039892
VVHXQO6689,0516-VRYBW,1,United States,California,Stanton,90680,"33.801869, -117.995068",33.801869,-117.995068
QMXIWL2344,8380-PEFPE,1,United States,California,Avalon,90704,"33.391181, -118.421305",33.391181,-118.421305
LYCKCV7118,5687-DKDTV,1,United States,California,Bellflower,90706,"33.887676, -118.127289",33.887676,-118.127289
SZEUZX4462,7530-HDYDS,1,United States,California,Lakewood,90712,"33.840524, -118.148403",33.840524,-118.148403
QXZBRG5312,3096-IZETN,1,United States,California,Lomita,90717,"33.794209, -118.317354",33.794209,-118.317354
WKXOJM6246,5922-ABDVO,1,United States,California,Seal Beach,90740,"33.75462, -118.071128",33.75462,-118.071128
CAIBDX2495,9172-ANCRX,1,United States,California,Carson,90745,"33.822295, -118.26411",33.822295,-118.26411
RSPKHW6442,6910-HADCM,1,United States,California,Long Beach,90808,"33.823943, -118.111335",33.823943,-118.111335
RIRKJB9571,4816-LXZYW,1,United States,California,Long Beach,90810,"33.819814, -118.222416",33.819814,-118.222416
BBEVNK4878,4911-BANWH,1,United States,California,Sunland,91040,"34.282704, -118.312929",34.282704,-118.312929
LTJQHU9322,8496-EJAUI,1,United States,California,Tujunga,91042,"34.296574, -118.244839",34.296574,-118.244839
GSNLXQ4445,6365-MTGZX,1,United States,California,Glendale,91206,"34.162515, -118.203869",34.162515,-118.203869
FDITTB1597,1349-WXNGG,1,United States,California,Glendale,91207,"34.182378, -118.262922",34.182378,-118.262922
YUGCQP3876,6990-YNRIO,1,United States,California,Agoura Hills,91301,"34.129058, -118.759788",34.129058,-118.759788
JUJFKT5387,0621-TWIEM,1,United States,California,Newhall,91321,"34.370378, -118.504118",34.370378,-118.504118
LNCBYG3837,2485-ITVKB,1,United States,California,Northridge,91325,"34.236683, -118.517588",34.236683,-118.517588
FXBBYJ1853,3669-OYSJI,1,United States,California,Porter Ranch,91326,"34.281911, -118.556218",34.281911,-118.556218
AEUNHG8162,1612-EOHDH,1,United States,California,Pacoima,91331,"34.255442, -118.421314",34.255442,-118.421314
NXUMGI2322,7517-SAWMO,1,United States,California,Granada Hills,91344,"34.291273, -118.505104",34.291273,-118.505104
JOAGAX7444,4143-HHPMK,1,United States,California,Mission Hills,91345,"34.266389, -118.459744",34.266389,-118.459744
LPKIPB3492,7054-LGEQW,1,United States,California,Canyon Country,91351,"34.422519, -118.420717",34.422519,-118.420717
LKKCLZ8454,0923-PNFUB,1,United States,California,Westlake Village,91361,"34.130992, -118.894673",34.130992,-118.894673
XMBDQU5452,3494-JCHRQ,1,United States,California,Van Nuys,91411,"34.17847, -118.459472",34.17847,-118.459472
NEXGSS6918,6474-FVJLC,1,United States,California,Sherman Oaks,91423,"34.146957, -118.432138",34.146957,-118.432138
QQQBRH8223,4547-LYTDD,1,United States,California,North Hollywood,91601,"34.1692, -118.372498",34.1692,-118.372498
ZJTGHT2518,6770-XUAGN,1,United States,California,North Hollywood,91605,"34.207295, -118.400022",34.207295,-118.400022
RQVDLD1128,3143-ILDAL,1,United States,California,El Monte,91732,"34.074492, -118.01462",34.074492,-118.01462
JCIFZZ7444,4720-VSTSI,1,United States,California,Monterey Park,91754,"34.050322, -118.147037",34.050322,-118.147037
BJDGJQ5727,3946-MHCZW,1,United States,California,Ontario,91761,"34.035602, -117.591528",34.035602,-117.591528
REOZGT7279,6651-AZVTJ,1,United States,California,Pomona,91768,"34.067932, -117.785168",34.067932,-117.785168
SWAIGZ5419,4566-GOLUK,1,United States,California,Rosemead,91770,"34.065108, -118.082791",34.065108,-118.082791
SKGZQP1224,2484-DGXPZ,1,United States,California,San Dimas,91773,"34.102119, -117.815532",34.102119,-117.815532
AQLDJG6778,4587-NUKOX,1,United States,California,Walnut,91789,"34.018354, -117.85492",34.018354,-117.85492
FOEQXQ4196,0420-BWTPW,1,United States,California,San Diego,92117,"32.825086, -117.199424",32.825086,-117.199424
TQHYXT6279,8183-ONMXC,1,United States,California,San Diego,92117,"32.825086, -117.199424",32.825086,-117.199424
CBIZMU7485,9614-RMGHA,1,United States,California,San Diego,92117,"32.825086, -117.199424",32.825086,-117.199424
YLVBEP4851,5054-IEXZT,1,United States,California,San Diego,92117,"32.825086, -117.199424",32.825086,-117.199424
ZSDIEP6866,5834-ASPWA,1,United States,California,San Diego,92117,"32.825086, -117.199424",32.825086,-117.199424
UBTKFC8132,3948-XHGNA,1,United States,California,San Diego,92117,"32.825086, -117.199424",32.825086,-117.199424
PFQHAH8871,0565-IYCGT,1,United States,California,San Diego,92117,"32.825086, -117.199424",32.825086,-117.199424
FFXECO8698,5445-UTODQ,1,United States,California,San Diego,92117,"32.825086, -117.199424",32.825086,-117.199424
CPYSTN8771,1024-VRZHF,1,United States,California,San Diego,92117,"32.825086, -117.199424",32.825086,-117.199424
CTOVDP3567,0348-SDKOL,1,United States,California,San Diego,92117,"32.825086, -117.199424",32.825086,-117.199424
SEOQWA3851,4373-MAVJG,1,United States,California,San Diego,92117,"32.825086, -117.199424",32.825086,-117.199424
SBHNWZ8454,8901-HJXTF,1,United States,California,San Diego,92117,"32.825086, -117.199424",32.825086,-117.199424
SLUNND9777,5419-KLXBN,1,United States,California,San Diego,92117,"32.825086, -117.199424",32.825086,-117.199424
HNMGWD8715,9828-AOQLM,1,United States,California,San Diego,92117,"32.825086, -117.199424",32.825086,-117.199424
LOSGEG2969,7615-ESMYF,1,United States,California,San Diego,92117,"32.825086, -117.199424",32.825086,-117.199424
NUNBWO5643,3858-VOBET,1,United States,California,San Diego,92117,"32.825086, -117.199424",32.825086,-117.199424
LYEOFP4452,1447-PJGGA,1,United States,California,San Diego,92117,"32.825086, -117.199424",32.825086,-117.199424
HEFIOD2399,8565-CLBZW,1,United States,California,San Diego,92117,"32.825086, -117.199424",32.825086,-117.199424
EJPIND3969,9139-WQQDY,1,United States,California,San Diego,92117,"32.825086, -117.199424",32.825086,-117.199424
TWILMI1984,0224-HJAPT,1,United States,California,San Diego,92117,"32.825086, -117.199424",32.825086,-117.199424
DQCKXZ9467,8086-OVPWV,1,United States,California,San Diego,92117,"32.825086, -117.199424",32.825086,-117.199424
DISSVC6849,9430-FRQOC,1,United States,California,San Diego,92117,"32.825086, -117.199424",32.825086,-117.199424
DNFFWG4614,3074-GQWYX,1,United States,California,San Diego,92117,"32.825086, -117.199424",32.825086,-117.199424
QXYMDV9537,6845-RGTYS,1,United States,California,San Diego,92117,"32.825086, -117.199424",32.825086,-117.199424
IMDLBE7493,8861-HGGKB,1,United States,California,San Diego,92117,"32.825086, -117.199424",32.825086,-117.199424
VHUWJE1295,7065-YUNRY,1,United States,California,San Diego,92117,"32.825086, -117.199424",32.825086,-117.199424
TYBXJE8225,7694-VLBWQ,1,United States,California,Coronado,92118,"32.68674, -117.186612",32.68674,-117.186612
VOVDOA8573,6481-OGDOO,1,United States,California,San Diego,92129,"32.961064, -117.134917",32.961064,-117.134917
QCYQDW4583,3753-TSEMP,1,United States,California,San Diego,92139,"32.677716, -117.047666",32.677716,-117.047666
OVIYUS4184,8305-VHZBZ,1,United States,California,San Diego,92154,"32.578103, -117.012975",32.578103,-117.012975
RFIOAZ1762,9172-JITSM,1,United States,California,Palm Desert,92211,"33.762759, -116.324817",33.762759,-116.324817
CFBJWA9858,6298-QDFNH,1,United States,California,Banning,92220,"33.936298, -116.849577",33.936298,-116.849577
RJOVQV7588,6173-ITPWD,1,United States,California,Heber,92249,"32.730583, -115.501083",32.730583,-115.501083
YXAHSY3162,9734-UYXQI,1,United States,California,Fallbrook,92028,"33.362575, -117.299644",33.362575,-117.299644
DCQGQZ7639,2189-UXTKY,1,United States,California,La Quinta,92253,"33.695532, -116.310571",33.695532,-116.310571
YFGHDS6314,4958-GZWIY,1,United States,California,North Palm Springs,92258,"33.906496, -116.569499",33.906496,-116.569499
OWDCYG6542,6356-ELRKD,1,United States,California,Rancho Mirage,92270,"33.763678, -116.429928",33.763678,-116.429928
DKRCNF2327,8624-GIOUT,1,United States,California,Seeley,92273,"32.790282, -115.689559",32.790282,-115.689559
XHTXEI1596,3177-LASXD,1,United States,California,Westmorland,92281,"33.03679, -115.60503",33.03679,-115.60503
ZAUPKX2386,4897-QSUYC,1,United States,California,Amboy,92304,"34.559882, -115.637164",34.559882,-115.637164
HQSTTM3465,1084-UQCHV,1,United States,California,Angelus Oaks,92305,"34.1678, -116.86433",34.1678,-116.86433
UVQNMW1733,2955-BJZHG,1,United States,California,Apple Valley,92308,"34.424926, -117.184503",34.424926,-117.184503
SYGDFK4399,3806-DXQOM,1,United States,California,Baker,92309,"35.28952, -116.092214",35.28952,-116.092214
KYRAAH3647,9300-RENDD,1,United States,California,Cedar Glen,92321,"34.255203, -117.175654",34.255203,-117.175654
NQGUNI4254,0761-AETCS,1,United States,California,Colton,92324,"34.030915, -117.273201",34.030915,-117.273201
AVTMPZ3336,2153-MREFK,1,United States,California,Fawnskin,92333,"34.274846, -116.937581",34.274846,-116.937581
KMDXJC2374,3106-ULWFW,1,United States,California,Fontana,92337,"34.049671, -117.468896",34.049671,-117.468896
XLLNZI1999,0925-VYDLG,1,United States,California,Ludlow,92338,"34.702766, -116.093376",34.702766,-116.093376
QAWNEX9811,4349-GFQHK,1,United States,California,Mentone,92359,"34.103578, -117.04054",34.103578,-117.04054
BADKIS5445,7802-EFKNY,1,United States,California,Redlands,92374,"34.064073, -117.166158",34.064073,-117.166158
OCDCKG2563,8035-BUYVG,1,United States,California,Running Springs,92382,"34.186211, -117.07683",34.186211,-117.07683
NKXORD5831,9787-XVQIU,1,United States,California,Sugarloaf,92386,"34.243088, -116.830015",34.243088,-116.830015
ZMGISQ7343,8945-MUQUF,1,United States,California,Fallbrook,92028,"33.362575, -117.299644",33.362575,-117.299644
ISISQY4562,3023-GFLBR,1,United States,California,San Bernardino,92408,"34.084909, -117.258107",34.084909,-117.258107
OVWVDE9886,0524-IAVZO,1,United States,California,Anza,92539,"33.527605, -116.666551",33.527605,-116.666551
EBMGLJ6346,2737-YNGYW,1,United States,California,Hemet,92543,"33.739415, -116.968339",33.739415,-116.968339
EAKOWQ5431,5159-YFPKQ,1,United States,California,Moreno Valley,92551,"33.88274, -117.224878",33.88274,-117.224878
QLOYXS3853,7927-AUXBZ,1,United States,California,Sun City,92586,"33.707483, -117.200006",33.707483,-117.200006
NNWOMU9647,7619-ODSGN,1,United States,California,Foothill Ranch,92610,"33.698728, -117.67768",33.698728,-117.67768
UIWGZJ1885,2514-GINMM,1,United States,California,Dana Point,92629,"33.477923, -117.705314",33.477923,-117.705314
OTGDRM1334,2659-VXMWZ,1,United States,California,Newport Coast,92657,"33.603282, -117.821841",33.603282,-117.821841
KWGXIM1287,4285-GYRQC,1,United States,California,Newport Beach,92662,"33.606336, -117.893042",33.606336,-117.893042
NDLRAU9594,8337-MSSXB,1,United States,California,Trabuco Canyon,92679,"33.631119, -117.567346",33.631119,-117.567346
XWZOWW9847,8182-BJDSI,1,United States,California,Santa Ana,92705,"33.766004, -117.786763",33.766004,-117.786763
SSKWED1649,2482-CZGBB,1,United States,California,Anaheim,92804,"33.818, -117.974404",33.818,-117.974404
NCLFVC6124,0866-QLSIR,1,United States,California,Garden Grove,92843,"33.764018, -117.931507",33.764018,-117.931507
KFQXGF5973,7181-BQYBV,1,United States,California,Garden Grove,92845,"33.782955, -118.026456",33.782955,-118.026456
YYFEMU7818,6204-IEUXJ,1,United States,California,Yorba Linda,92886,"33.897253, -117.792202",33.897253,-117.792202
ZDVMUA9531,4529-CKBCL,1,United States,California,Ventura,93001,"34.360261, -119.306383",34.360261,-119.306383
DUYZDP4457,2506-CLAKW,1,United States,California,Ventura,93003,"34.279221, -119.221437",34.279221,-119.221437
SGHLQE1342,1583-IHQZE,1,United States,California,Camarillo,93010,"34.227846, -119.079903",34.227846,-119.079903
SXUBDN7213,0151-ONTOV,1,United States,California,Moorpark,93021,"34.312945, -118.858169",34.312945,-118.858169
ZYORML4781,0320-JDNQG,1,United States,California,Oxnard,93035,"34.18454, -119.224666",34.18454,-119.224666
NHMJGM1572,7180-PISOG,1,United States,California,Piru,93040,"34.432843, -118.730106",34.432843,-118.730106
MVDQMG9459,3571-RFHAR,1,United States,California,Santa Paula,93060,"34.402343, -119.094824",34.402343,-119.094824
SYXBCL9386,9578-VRMNM,1,United States,California,Summerland,93067,"34.420998, -119.60137",34.420998,-119.60137
XJZXYY3421,6140-QNRQQ,1,United States,California,Santa Barbara,93103,"34.438581, -119.685368",34.438581,-119.685368
XVDLFD8538,4307-KTUMW,1,United States,California,Santa Barbara,93108,"34.457541, -119.631072",34.457541,-119.631072
LLDNIX7644,7470-MCQTK,1,United States,California,Alpaugh,93201,"35.869626, -119.498771",35.869626,-119.498771
XSXNKZ6848,7488-MXJIV,1,United States,California,Armona,93202,"36.315979, -119.710852",36.315979,-119.710852
JIYGGF5267,2027-FECZV,1,United States,California,Bodfish,93205,"35.523991, -118.400432",35.523991,-118.400432
TTYSBV2613,2672-DZUOY,1,United States,California,Buttonwillow,93206,"35.451402, -119.488413",35.451402,-119.488413
YXCMWG6659,3870-MQAMG,1,United States,California,Camp Nelson,93208,"36.057458, -118.591951",36.057458,-118.591951
TGLVYN8511,4800-CZMPC,1,United States,California,Delano,93215,"35.772244, -119.209689",35.772244,-119.209689
CXYYZZ8765,7377-DMMRI,1,United States,California,Exeter,93221,"36.301689, -119.018233",36.301689,-119.018233
OSXQCP3962,8949-JTMAY,1,United States,California,Mc Kittrick,93251,"35.38381, -119.730885",35.38381,-119.730885
HJIWCR3277,3211-ILJTT,1,United States,California,Taft,93268,"35.184837, -119.402525",35.184837,-119.402525
ENDWAH7561,5103-MHMHY,1,United States,California,Los Osos,93402,"35.279984, -120.824288",35.279984,-120.824288
RCAVRJ9817,0235-KGSLC,1,United States,California,Buellton,93427,"34.631362, -120.238218",34.631362,-120.238218
VXCQFS4584,2884-GBPFB,1,United States,California,Morro Bay,93442,"35.369553, -120.763864",35.369553,-120.763864
TKJAMT5965,5136-KCKGI,1,United States,California,Templeton,93465,"35.536115, -120.739231",35.536115,-120.739231
NUATVE2333,3722-WPXTK,1,United States,California,Benton,93512,"37.653947, -118.231443",37.653947,-118.231443
TSVUID4797,2929-ERCFZ,1,United States,California,Independence,93526,"36.869584, -118.189241",36.869584,-118.189241
WJDFKI8469,7548-SEPYI,1,United States,California,Temecula,92592,"33.507255, -117.029473",33.507255,-117.029473
GCXOTU9844,8835-VSDSE,1,United States,California,San Diego,92129,"32.961064, -117.134917",32.961064,-117.134917
ZHZIIZ2483,1623-NLDOT,1,United States,California,Lancaster,93534,"34.727529, -118.153098",34.727529,-118.153098
TOLVVK1769,5236-PERKL,1,United States,California,Pearblossom,93553,"34.445239, -117.894868",34.445239,-117.894868
HTJUXK8994,7854-FOKSF,1,United States,California,Rosamond,93560,"34.903052, -118.411251",34.903052,-118.411251
PCBMKM2812,2519-FAKOD,1,United States,California,Tehachapi,93561,"35.073777, -118.652112",35.073777,-118.652112
MABAOR9521,7089-IVVAZ,1,United States,California,Cantua Creek,93608,"36.488056, -120.407691",36.488056,-120.407691
TOLOJT7123,9492-TOKRI,1,United States,California,Dinuba,93618,"36.523619, -119.386868",36.523619,-119.386868
BSWMNA9267,3325-FUYCG,1,United States,California,Five Points,93624,"36.397745, -120.119911",36.397745,-120.119911
IHDDDD9267,8481-YYXWG,1,United States,California,Hume,93628,"36.807595, -118.901544",36.807595,-118.901544
XPIRFJ4332,2609-IAICY,1,United States,California,North Fork,93643,"37.244307, -119.470256",37.244307,-119.470256
VSLNSM2859,1740-CSDJP,1,United States,California,Oakhurst,93644,"37.648647, -119.231447",37.648647,-119.231447
BOQYVR2216,2636-OHFMN,1,United States,California,Orosi,93647,"36.600185, -119.175655",36.600185,-119.175655
VQXVZM7493,1323-OOEPC,1,United States,California,Prather,93651,"37.007238, -119.505661",37.007238,-119.505661
VJJFEO9915,9921-ZVRHG,1,United States,California,Traver,93673,"36.456091, -119.486225",36.456091,-119.486225
RNAEVY9312,4701-MLJPN,1,United States,California,Fresno,93702,"36.739385, -119.753649",36.739385,-119.753649
QSNNMR5798,9206-GVPEQ,1,United States,California,Fresno,93706,"36.654614, -119.903674",36.654614,-119.903674
ZQIBKU2476,1596-BBVTG,1,United States,California,San Dimas,91773,"34.102119, -117.815532",34.102119,-117.815532
DNXOVK4357,8433-WXGNA,1,United States,California,Salinas,93906,"36.722898, -121.633648",36.722898,-121.633648
ZRNGRC8892,3707-GNWHM,1,United States,California,Carmel Valley,93924,"36.414611, -121.6386",36.414611,-121.6386
RYQOMJ5873,5766-ZJYBB,1,United States,California,Brisbane,94005,"37.684694, -122.40712",37.684694,-122.40712
YIVCFH4861,8931-GJJIQ,1,United States,California,Burlingame,94010,"37.57028, -122.365778",37.57028,-122.365778
XYPRVJ8989,4277-PVRAN,1,United States,California,Daly City,94014,"37.691561, -122.445202",37.691561,-122.445202
FTOGUH5551,0203-HHYIJ,1,United States,California,Atherton,94027,"37.454924, -122.203168",37.454924,-122.203168
HBYARD2759,0952-KMEEH,1,United States,California,Mountain View,94043,"37.419725, -122.062947",37.419725,-122.062947
FLFFEF7913,8178-EYZUO,1,United States,California,San Francisco,94105,"37.789168, -122.395009",37.789168,-122.395009
TRQQXV9523,3230-WYKIR,1,United States,California,San Francisco,94110,"37.750021, -122.415201",37.750021,-122.415201
MBZEEU4481,0407-BDJKB,1,United States,California,San Francisco,94114,"37.758085, -122.434801",37.758085,-122.434801
KQGYND3235,9600-UDOPK,1,United States,California,San Francisco,94117,"37.770533, -122.445121",37.770533,-122.445121
